,evals,X,fX
66,66,"[0.07361232 0.0334619  0.77586257 0.28572403 0.07651413 0.39303917
 0.48263402 0.44289855 0.65474802 0.20478454 0.26090355 0.37300771
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.37765828 0.54706967 0.21469952 0.32844492
 0.48719978 0.77763594 0.46214518 0.91589421 0.97073559 0.97822112
 0.87174015 0.51948528 0.61494845 0.04251137 0.04219121 0.66885906
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.41715673 0.99348378 0.29401863 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.53894627 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-1.16724459]
67,67,"[0.10177265 0.0334619  0.91484322 0.28572403 0.0764715  0.52551972
 0.75434321 0.44289855 0.41867399 0.20478454 0.26090355 0.28217718
 0.53614163 0.60315164 0.21488932 0.93839643 0.81715478 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.41395202 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.15336935 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.97393811 0.66533303 0.78085166 0.94791405]",[-4.24649987]
68,68,"[0.10177265 0.0334619  0.33762258 0.28572403 0.32882548 0.52551972
 0.48263402 0.27447283 0.41867399 0.20478454 0.26090355 0.10575767
 0.56860795 0.60315164 0.29145795 0.93839643 0.63789383 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.25428939 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.90381843 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.57789856 0.08001489
 0.12141352 0.43757755 0.43519553 0.17187149 0.71916831 0.47610712
 0.30740972 0.03281157 0.71926934 0.35556465 0.54859861 0.40567607
 0.9835256  0.74998073 0.99769306 0.94636613 0.90467227 0.68187958
 0.78657865 0.83595362 0.6397846  0.44499615 0.01915059 0.94791405]",[-2.12694192]
69,69,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.50831187 0.14418268
 0.89191616 0.77763594 0.3851555  0.91589421 0.31687626 0.8458584
 0.87174015 0.60800797 0.19807401 0.04251137 0.04219121 0.33115122
 0.12141352 0.8444159  0.43519553 0.32165504 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.82914033 0.83595362 0.6397846  0.45415485 0.78085166 0.94791405]",[-7.23678706]
70,70,"[0.10177265 0.0334619  0.32563731 0.26711574 0.09035915 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.52008655 0.82328093 0.28990832 0.5971868  0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.6006133  0.32844492
 0.47990209 0.77763594 0.3851555  0.91589421 0.97073559 0.7074011
 0.87174015 0.60800797 0.34577066 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.40116748 0.03749945 0.35184473 0.89452219
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.73724526 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-8.05626206]
71,71,"[0.10177265 0.0334619  0.91484322 0.28572403 0.11874178 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.7931962  0.55625517
 0.53614163 0.60315164 0.28990832 0.68037927 0.75444604 0.97867817
 0.58137071 0.14516828 0.01430256 0.39439085 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.75490594 0.71406531 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.0970833  0.91645247 0.43519553 0.02231633 0.71916831 0.67499655
 0.30740972 0.6013363  0.71926934 0.52951849 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.63467675 0.88994765
 0.93519607 0.83595362 0.6397846  0.37744242 0.82526952 0.94791405]",[-0.31682535]
72,72,"[0.10177265 0.07637872 0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.58940297
 0.53614163 0.7860232  0.28990832 0.47795689 0.68167512 0.76118947
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.73602653 0.43519553 0.09495781 0.65435243 0.67499655
 0.30740972 0.03281157 0.45026934 0.8033511  0.54859861 0.30696478
 0.96794692 0.87642009 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-6.35123605]
73,73,"[0.10177265 0.0334619  0.81194389 0.28572403 0.07651413 0.52551972
 0.68985987 0.94399029 0.41867399 0.20478454 0.0961222  0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.14350729 0.04219121 0.37221083
 0.12141352 0.78748387 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.56751633 0.18109529
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.3733567
 0.93519607 0.83595362 0.6397846  0.22846702 0.78085166 0.94791405]",[-0.04248059]
74,74,"[0.10177265 0.0334619  0.91484322 0.24418917 0.05091974 0.30089188
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.48653296 0.60315164 0.28990832 0.21789205 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.92295587 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.80567914 0.67499655
 0.02606368 0.03281157 0.71926934 0.48747841 0.51091509 0.40567607
 0.96794692 0.95619974 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.63763046 0.44499615 0.78085166 0.94791405]",[-7.56058279]
75,75,"[0.10177265 0.0334619  0.74188703 0.28572403 0.07651413 0.52551972
 0.406519   0.44289855 0.09032575 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.43415363 0.93839643 0.68167512 0.97867817
 0.82648442 0.4033975  0.01430256 0.38444227 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.73150313 0.04251137 0.04219121 0.6407057
 0.12141352 0.86343151 0.45680168 0.34114018 0.76754624 0.67499655
 0.30740972 0.03281157 0.23634243 0.48747841 0.54859861 0.6020242
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.66356176 0.94791405]",[-2.72196621]
76,76,"[0.00303008 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.33699888
 0.46041436 0.52117878 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.94962531 0.38444227 0.06661407 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.66428238
 0.87174015 0.60800797 0.69332618 0.04251137 0.04219121 0.1674574
 0.14074113 0.86343151 0.42532794 0.17187149 0.83961982 0.43339178
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.70499135 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.91264915 0.47609854 0.94791405]",[-7.0602212]
77,77,"[0.10177265 0.0334619  0.91484322 0.28572403 0.10575896 0.52551972
 0.48263402 0.44289855 0.55842876 0.13644719 0.30413931 0.55625517
 0.53614163 0.20393094 0.28990832 0.9117558  0.68167512 0.97867817
 0.82648442 0.69605625 0.01430256 0.38444227 0.24379128 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.85169619 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.21987899 0.54859861 0.7668128
 0.96794692 0.74998073 0.95631534 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.73082298 0.78085166 0.94791405]",[-4.75321838]
78,78,"[0.10177265 0.0334619  0.91484322 0.11025089 0.07651413 0.52551972
 0.48263402 0.44289855 0.42142659 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.58327121 0.68167512 0.97867817
 0.82648442 0.58177692 0.01430256 0.38444227 0.21469952 0.297277
 0.89191616 0.77763594 0.3851555  0.91589421 0.62981039 0.8458584
 0.87174015 0.7348977  0.61494845 0.04251137 0.04219121 0.50768
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.48187274 0.67731756 0.54859861 0.34308639
 0.85117114 0.74998073 0.99769306 0.62552625 0.45833028 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-2.45675058]
79,79,"[0.1319975  0.11637965 0.91484322 0.19684246 0.07651413 0.52551972
 0.48263402 0.27392104 0.41867399 0.20478454 0.37129231 0.55625517
 0.53614163 0.60315164 0.39964131 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.28136066
 0.18789342 0.62898952 0.3851555  0.91589421 0.97073559 0.8458584
 0.830661   0.59538028 0.2441249  0.60059237 0.04219121 0.17265274
 0.12141352 0.86343151 0.41654539 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.51879799 0.48747841 0.54859861 0.40567607
 0.90631018 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.5416131  0.94791405]",[-4.3624076]
80,80,"[0.10177265 0.0334619  0.40818402 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.21469952 0.70885664
 0.89191616 0.77763594 0.3851555  0.76641583 0.47650942 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.3806532
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-3.13151568]
81,81,"[0.10410925 0.0334619  0.91484322 0.28572403 0.05408107 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.95530266 0.36302384 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.1353638  0.38444227 0.52863103 0.32844492
 0.95934832 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.1393563  0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.35683414 0.11318337
 0.26506671 0.03281157 0.71926934 0.3727113  0.54859861 0.40567607
 0.96794692 0.74998073 0.23117368 0.62552625 0.66816482 0.40611002
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-3.40071794]
82,82,"[0.10177265 0.0334619  0.91484322 0.34393927 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53191998 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.68134981 0.14516828 0.01430256 0.38444227 0.71479249 0.32844492
 0.89191616 0.96484971 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.60016841
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.35469902 0.64602017 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-6.80873997]
83,83,"[0.10177265 0.0334619  0.91484322 0.18161404 0.07651413 0.22986774
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.37818837 0.28990832 0.93839643 0.56484074 0.97867817
 0.82648442 0.14516828 0.01430256 0.38444227 0.17448002 0.38014066
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.86287171
 0.90582953 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.0613728  0.88847339 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.56512332
 0.96794692 0.74998073 0.55609298 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.63677015 0.22336252 0.78085166 0.94791405]",[-4.408661]
84,84,"[0.10177265 0.05895247 0.65281987 0.01040737 0.07651413 0.54372311
 0.48263402 0.59131294 0.41867399 0.20478454 0.26090355 0.32724875
 0.53614163 0.17929401 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.80641907 0.38444227 0.21469952 0.22272413
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.47351626 0.04251137 0.18062748 0.46915251
 0.18927568 0.64140373 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.10462284 0.71926934 0.48747841 0.54859861 0.85271454
 0.91201072 0.7512878  0.99769306 0.62552625 0.83024971 0.88994765
 0.93519607 0.83595362 0.47733757 0.44499615 0.78085166 0.80811049]",[-1.53753596]
85,85,"[0.10177265 0.04865991 0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.79032248 0.73499112 0.32493684
 0.82648442 0.14516828 0.01430256 0.38444227 0.45796007 0.32844492
 0.72559744 0.26505798 0.80097258 0.91589421 0.97073559 0.29308993
 0.87174015 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.45429277 0.17187149 0.50813854 0.70062953
 0.30740972 0.13977197 0.68108869 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.64881873 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.7691198  0.78085166 0.94791405]",[-3.2741717]
86,86,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.92993504
 0.53614163 0.80029315 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.14516828 0.02832555 0.38444227 0.73013878 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.87174015 0.60800797 0.82975942 0.46339449 0.04219121 0.33115122
 0.12141352 0.86343151 0.43585781 0.17187149 0.92300773 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.35567454 0.62552625 0.90467227 0.88994765
 0.93519607 0.8221117  0.6397846  0.88484317 0.3090699  0.94791405]",[-2.73210607]
87,87,"[0.08918306 0.0334619  0.91484322 0.28572403 0.07651413 0.60885423
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.7766478  0.97867817
 0.82648442 0.4044073  0.01430256 0.66807145 0.21469952 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.42569515
 0.77653415 0.60800797 0.5539788  0.04251137 0.11778885 0.33115122
 0.12141352 0.79839301 0.38588029 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.25695151 0.48747841 0.54859861 0.59288824
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.56617682 0.37444967 0.65296507 0.94791405]",[-4.74504585]
88,88,"[0.10177265 0.0334619  0.73043865 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.97867817
 0.82648442 0.28551204 0.01430256 0.38444227 0.90938205 0.32844492
 0.15815932 0.77763594 0.3851555  0.82473332 0.92864352 0.8458584
 0.87174015 0.60800797 0.30302346 0.04251137 0.04219121 0.42165643
 0.12141352 0.86343151 0.41612359 0.09229943 0.71916831 0.67499655
 0.97367615 0.07396976 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.48944801
 0.93519607 0.83595362 0.6397846  0.44499615 0.78085166 0.94791405]",[-2.91533561]
89,89,"[0.10177265 0.0334619  0.91484322 0.28572403 0.1977231  0.33445609
 0.48263402 0.44289855 0.41867399 0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.230643   0.93839643 0.72238679 0.97867817
 0.73653662 0.14516828 0.63733345 0.66922885 0.21469952 0.35103633
 0.27254406 0.66405135 0.3851555  0.91589421 0.97073559 0.1415472
 0.83757565 0.60800797 0.61494845 0.04251137 0.04219121 0.33115122
 0.12141352 0.86343151 0.43519553 0.22368835 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.84375699 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.96782904 0.6397846  0.34951985 0.78085166 0.94791405]",[-6.53790011]
90,90,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.44289855 0.5287484  0.20478454 0.26090355 0.55625517
 0.53614163 0.60315164 0.28990832 0.30619994 0.83898106 0.97867817
 0.82648442 0.21299621 0.01430256 0.38444227 0.15183091 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.8458584
 0.75422091 0.69425797 0.61494845 0.04251137 0.85314798 0.33115122
 0.12141352 0.86343151 0.43519553 0.17187149 0.71916831 0.67499655
 0.30740972 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.61378068 0.80599582 0.62552625 0.90467227 0.88994765
 0.93519607 0.84284554 0.6397846  0.44499615 0.78085166 0.94791405]",[-4.58305356]
91,91,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.56744521 0.41867399 0.20478454 0.26090355 0.43449688
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.98130214
 0.72120243 0.14516828 0.03924215 0.38444227 0.36830294 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.35828492
 0.6084871  0.54360909 0.61494845 0.04251137 0.04219121 0.52974093
 0.12141352 0.86343151 0.46708579 0.26998162 0.71916831 0.67499655
 0.06766899 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78387636 0.94791405]",[-10.32253057]
92,92,"[0.10177265 0.0334619  0.91484322 0.28572403 0.00643582 0.40504557
 0.48263402 0.56744521 0.68850172 0.20478454 0.26090355 0.43449688
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.98130214
 0.79849148 0.14516828 0.05982847 0.54298395 0.02456171 0.32844492
 0.89191616 0.77763594 0.77621222 0.91589421 0.97073559 0.3799476
 0.39966935 0.54360909 0.82855356 0.04251137 0.8410666  0.52974093
 0.14127715 0.86343151 0.46708579 0.26998162 0.26820457 0.67499655
 0.06766899 0.03281157 0.71926934 0.48747841 0.40067197 0.40567607
 0.96794692 0.74998073 0.99769306 0.90312135 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.53104007 0.92040683]",[-4.84707094]
93,93,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.68909204
 0.48263402 0.65593929 0.41867399 0.20478454 0.26090355 0.43449688
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.98130214
 0.59621239 0.14516828 0.03924215 0.38444227 0.36830294 0.33834563
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.64156944
 0.37637669 0.54360909 0.61494845 0.04251137 0.04219121 0.52974093
 0.12141352 0.86343151 0.45434665 0.26998162 0.78753006 0.67499655
 0.23480815 0.03281157 0.60089773 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6184646  0.83140171 0.78387636 0.88897106]",[-6.07888247]
94,94,"[0.05506347 0.11654528 0.91484322 0.05121358 0.04647946 0.47190279
 0.48263402 0.56744521 0.41867399 0.20478454 0.26090355 0.43449688
 0.53614163 0.60315164 0.28990832 0.13745362 0.89109003 0.98130214
 0.72120243 0.14516828 0.03924215 0.38444227 0.36830294 0.12515259
 0.89191616 0.77763594 0.41655159 0.91589421 0.97073559 0.35828492
 0.6084871  0.54360909 0.61494845 0.04251137 0.39588314 0.52974093
 0.12141352 0.51785737 0.46708579 0.02069663 0.35381338 0.9051618
 0.06766899 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.60675023 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.94171894 0.6397846  0.28128257 0.54183722 0.94791405]",[-1.92077307]
95,95,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.547005
 0.48263402 0.56744521 0.41867399 0.20478454 0.26090355 0.43449688
 0.53614163 0.60315164 0.27104723 0.93839643 0.68167512 0.87841088
 0.400518   0.14516828 0.03924215 0.38444227 0.33177409 0.32844492
 0.89191616 0.83299825 0.3851555  0.94773686 0.97073559 0.35828492
 0.6084871  0.40650307 0.8765257  0.04251137 0.04219121 0.52974093
 0.12141352 0.86343151 0.47652245 0.26998162 0.71916831 0.67499655
 0.00599764 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.56147582 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.44499615 0.78387636 0.86289618]",[-6.6456044]
96,96,"[0.10177265 0.0334619  0.91484322 0.85546118 0.07651413 0.52551972
 0.4339717  0.56744521 0.64510792 0.40183437 0.26090355 0.43449688
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.99997163
 0.72120243 0.14516828 0.03924215 0.7050494  0.15228815 0.25831199
 0.89191616 0.87574329 0.77266026 0.34376755 0.42377505 0.35828492
 0.72894382 0.54360909 0.61494845 0.04251137 0.04219121 0.52974093
 0.12141352 0.86343151 0.46708579 0.26998162 0.55818599 0.67499655
 0.06766899 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.84194094
 0.93519607 0.83595362 0.6397846  0.44499615 0.78387636 0.94791405]",[-10.41290663]
97,97,"[0.10177265 0.04461721 0.91484322 0.80767471 0.07651413 0.52551972
 0.48263402 0.56744521 0.41867399 0.74126947 0.26090355 0.9833402
 0.53614163 0.60315164 0.28990832 0.62241685 0.68167512 0.98130214
 0.72120243 0.14516828 0.03924215 0.38444227 0.36830294 0.31223284
 0.77418602 0.77763594 0.3851555  0.96947753 0.94552273 0.35828492
 0.6084871  0.54360909 0.61494845 0.06402428 0.03002094 0.55472249
 0.12141352 0.86343151 0.46708579 0.26998162 0.71916831 0.74409187
 0.06766899 0.03281157 0.71926934 0.48747841 0.54859861 0.41510376
 0.96794692 0.74998073 0.99769306 0.7817263  0.61972183 0.88994765
 0.93519607 0.83595362 0.85817429 0.44499615 0.78387636 0.94791405]",[-5.39761599]
98,98,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.43053501 0.47041768 0.20478454 0.26090355 0.43449688
 0.53614163 0.60315164 0.28133465 0.93839643 0.68167512 0.98130214
 0.72120243 0.14516828 0.57314259 0.38444227 0.46376431 0.32844492
 0.89191616 0.77763594 0.3851555  0.91589421 0.97073559 0.35828492
 0.6084871  0.54360909 0.61494845 0.04251137 0.04219121 0.33265811
 0.12141352 0.43898442 0.46708579 0.54959023 0.38765067 0.67499655
 0.06766899 0.11968928 0.71926934 0.48747841 0.54859861 0.3403829
 0.32271558 0.74998073 0.99769306 0.62552625 0.90467227 0.88994765
 0.93519607 0.85804674 0.6397846  0.44499615 0.78387636 0.94791405]",[-3.79304421]
99,99,"[0.10177265 0.0334619  0.91484322 0.28572403 0.21327659 0.52551972
 0.48263402 0.56744521 0.41867399 0.20478454 0.26090355 0.43449688
 0.53614163 0.60315164 0.28990832 0.93839643 0.68167512 0.98130214
 0.72120243 0.14516828 0.03924215 0.38444227 0.36830294 0.32844492
 0.50294769 0.70712999 0.26153243 0.91589421 0.97073559 0.35828492
 0.6084871  0.54360909 0.90243566 0.04251137 0.10762806 0.28060162
 0.15991446 0.7598654  0.39109378 0.26998162 0.71916831 0.26526287
 0.06766899 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.96794692 0.74998073 0.99769306 0.00253099 0.90467227 0.88994765
 0.93519607 0.83595362 0.6397846  0.51375008 0.78387636 0.94791405]",[-6.10267143]
100,100,"[0.10177265 0.0334619  0.91484322 0.28572403 0.07651413 0.52551972
 0.48263402 0.56744521 0.41867399 0.20478454 0.26090355 0.43449688
 0.53614163 0.60315164 0.04998695 0.93839643 0.68167512 0.98130214
 0.72120243 0.14516828 0.03924215 0.38444227 0.36830294 0.32844492
 0.89191616 0.86717193 0.3851555  0.91589421 0.97073559 0.44402519
 0.6084871  0.6154189  0.61494845 0.04251137 0.04219121 0.52974093
 0.12141352 0.86343151 0.48302898 0.26998162 0.71916831 0.67499655
 0.06766899 0.03281157 0.71926934 0.48747841 0.54859861 0.40567607
 0.46175569 0.74998073 0.99769306 0.62552625 0.83013666 0.88994765
 0.93519607 0.83595362 0.6397846  0.89432007 0.41210812 0.9115346 ]",[-4.44973724]
101,101,"[0.10177265 0.0334619  0.62644714 0.28572403 0.07651413 0.52551972
 0.48263402 0.68149684 0.41867399 0.20478454 0.26090355 0.43449688
 0.53614163 0.71072239 0.46227897 0.93839643 0.68167512 0.88466812
 0.72120243 0.14516828 0.03924215 0.38444227 0.36830294 0.32844492
 0.4428094  0.77763594 0.97260404 0.91589421 0.97565132 0.35828492
 0.6084871  0.54360909 0.61494845 0.06342712 0.04219121 0.71351004
 0.12141352 0.86343151 0.46708579 0.26998162 0.71916831 0.67499655
 0.06766899 0.03281157 0.71926934 0.48747841 0.50325181 0.40567607
 0.96794692 0.74998073 0.99769306 0.62552625 0.90467227 0.96624756
 0.93519607 0.83595362 0.6397846  0.44499615 0.78387636 0.94791405]",[-9.87766734]
