,evals,X,fX
66,66,"[0.46304737 0.64292916 0.06111182 0.25330983 0.04170181 0.77132553
 0.01301136 0.33218722 0.91310426 0.35535738 0.92032805 0.69735311
 0.93809295 0.23042654 0.48493532 0.08097905 0.02649799 0.64536617
 0.58533308 0.80670231 0.29184583 0.49815112 0.49534396 0.59655634
 0.19596537 0.09948159 0.83657578 0.99094767 0.7839606  0.30936847
 0.47236288 0.73222225 0.17085905 0.07785385 0.60475887 0.36128217
 0.44085293 0.59218307 0.31721547 0.39395509 0.37880598 0.78765619
 0.61085629 0.5727308  0.24594872 0.23971817 0.71958473 0.09197094
 0.15179262 0.84109801 0.98871184 0.98304441 0.92232191 0.52876625
 0.35858542 0.18482427 0.86854423 0.64637703 0.83480999 0.88071489]",[2.97081688]
67,67,"[0.68956065 0.40044009 0.57267338 0.25330983 0.04636364 0.77132553
 0.01513448 0.63849493 0.91310426 0.35535738 0.92032805 0.69735311
 0.93809295 0.71522897 0.48493532 0.17122776 0.50923216 0.82602973
 0.58533308 0.53679486 0.29184583 0.74462687 0.5412994  0.68676586
 0.00199601 0.15210687 0.98623283 0.61046401 0.83933252 0.39047962
 0.47236288 0.86806793 0.18471466 0.07785385 0.29358611 0.08467673
 0.44085293 0.39284226 0.31721547 0.052797   0.37880598 0.98515342
 0.48081781 0.59370324 0.24594872 0.6783567  0.71958473 0.08703138
 0.15179262 0.83020778 0.88938744 0.72223261 0.92232191 0.52876625
 0.83930357 0.18482427 0.86854423 0.64637703 0.83480999 0.99577877]",[-1.88084814]
68,68,"[0.48300964 0.64292916 0.14285879 0.25330983 0.04170181 0.77132553
 0.01513448 0.31175819 0.91310426 0.35535738 0.92032805 0.57667305
 0.93809295 0.23042654 0.47350747 0.17122776 0.26606736 0.82602973
 0.69495403 0.87986937 0.66167538 0.74462687 0.06496692 0.68676586
 0.00884604 0.09948159 0.98623283 0.99094767 0.7839606  0.43125676
 0.47236288 0.86806793 0.18471466 0.07785385 0.0052304  0.08467673
 0.44085293 0.59218307 0.27582888 0.052797   0.37880598 0.78765619
 0.61085629 0.34722413 0.24594872 0.23971817 0.71958473 0.28434962
 0.15179262 0.34037135 0.88938744 0.98304441 0.92232191 0.52876625
 0.83930357 0.5334673  0.86854423 0.64637703 0.83480999 0.9227656 ]",[-6.7498531]
69,69,"[0.12103203 0.64292916 0.06111182 0.10396253 0.04170181 0.77132553
 0.01075325 0.63849493 0.91310426 0.56976663 0.77092864 0.70271347
 0.93809295 0.23042654 0.48493532 0.17122776 0.07925962 0.82602973
 0.58533308 0.94725273 0.29184583 0.74462687 0.19589598 0.68676586
 0.4305188  0.09948159 0.9232523  0.99094767 0.72737364 0.30936847
 0.47236288 0.86806793 0.18471466 0.07785385 0.29358611 0.08273703
 0.53364169 0.59218307 0.31721547 0.052797   0.14043904 0.78765619
 0.61085629 0.34722413 0.24594872 0.23971817 0.71958473 0.28434962
 0.15179262 0.83020778 0.88938744 0.98304441 0.92232191 0.52876625
 0.83930357 0.04619339 0.88528368 0.64637703 0.41655474 0.99714803]",[0.77252693]
70,70,"[0.46304737 0.82717901 0.06111182 0.16412466 0.04170181 0.38768572
 0.01513448 0.36146536 0.91310426 0.35535738 0.90302579 0.69735311
 0.74888892 0.38583875 0.15207998 0.04775995 0.38317671 0.65606797
 0.58533308 0.87986937 0.99164146 0.29859448 0.19589598 0.68676586
 0.09959358 0.94133741 0.98623283 0.72650838 0.77151946 0.57754101
 0.47236288 0.67743358 0.6726135  0.584122   0.09385327 0.08467673
 0.44085293 0.59218307 0.05100185 0.052797   0.37880598 0.78765619
 0.22085842 0.34722413 0.08789984 0.23971817 0.32845667 0.40223933
 0.35528892 0.83020778 0.88938744 0.96578382 0.92232191 0.14084925
 0.83930357 0.05989811 0.86854423 0.64637703 0.83480999 0.97172397]",[-3.25513709]
71,71,"[0.46304737 0.64292916 0.06111182 0.05660043 0.04170181 0.56740451
 0.01513448 0.36146536 0.91310426 0.35535738 0.90302579 0.35930334
 0.87812066 0.23042654 0.31503788 0.43207717 0.07925962 0.82602973
 0.58533308 0.87986937 0.57559825 0.29859448 0.19589598 0.68676586
 0.428194   0.18278293 0.98623283 0.72650838 0.7839606  0.57754101
 0.47236288 0.80308789 0.6726135  0.45060545 0.66470347 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.96712339 0.90099323
 0.16088723 0.07757895 0.24594872 0.23971817 0.32845667 0.40223933
 0.24445468 0.83020778 0.88938744 0.18517268 0.92232191 0.14084925
 0.11703741 0.05989811 0.77204138 0.64637703 0.83480999 0.9227656 ]",[-0.11327407]
72,72,"[0.46304737 0.64292916 0.73036426 0.16412466 0.04170181 0.74031508
 0.01513448 0.36146536 0.57175809 0.35535738 0.90302579 0.69735311
 0.74888892 0.23042654 0.48493532 0.04775995 0.07925962 0.82602973
 0.58533308 0.87986937 0.38344213 0.29859448 0.32807803 0.68676586
 0.428194   0.18278293 0.99117466 0.80983508 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.66470347 0.08467673
 0.30249357 0.59218307 0.27871442 0.052797   0.20292616 0.0286469
 0.16088723 0.44987813 0.24594872 0.23971817 0.32845667 0.40223933
 0.40954486 0.16002944 0.88938744 0.96578382 0.92232191 0.14084925
 0.83930357 0.05989811 0.86854423 0.64637703 0.83480999 0.98143907]",[1.63972979]
73,73,"[0.46304737 0.64292916 0.42676663 0.16412466 0.04170181 0.38768572
 0.04639077 0.11628813 0.91310426 0.35535738 0.90302579 0.69735311
 0.67960227 0.23042654 0.48493532 0.04775995 0.07925962 0.82602973
 0.58533308 0.87986937 0.57559825 0.29859448 0.19589598 0.68676586
 0.428194   0.18278293 0.97517327 0.72650838 0.77686003 0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.66470347 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.78242904 0.20075157
 0.16088723 0.34722413 0.24594872 0.85017693 0.32845667 0.40223933
 0.05951182 0.83020778 0.90822494 0.96578382 0.92232191 0.14084925
 0.66618961 0.05989811 0.86854423 0.64637703 0.83480999 0.9227656 ]",[-3.09939522]
74,74,"[0.41377664 0.64292916 0.93889862 0.16412466 0.04170181 0.84801686
 0.1010504  0.36146536 0.91310426 0.58452785 0.90302579 0.77019354
 0.81428611 0.23042654 0.82855505 0.3314198  0.07925962 0.21272212
 0.58533308 0.87986937 0.66416514 0.29859448 0.19589598 0.75803083
 0.428194   0.18278293 0.98623283 0.56179821 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.66470347 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.37880598 0.78765619
 0.13710237 0.34722413 0.24594872 0.23971817 0.59721172 0.40223933
 0.24165401 0.83020778 0.86355817 0.96578382 0.92232191 0.14084925
 0.83930357 0.05989811 0.86854423 0.17043717 0.83480999 0.9227656 ]",[7.13607721]
75,75,"[0.46304737 0.64292916 0.06111182 0.16412466 0.06621461 0.38768572
 0.01513448 0.36146536 0.91310426 0.35535738 0.90302579 0.60138327
 0.74888892 0.23042654 0.48493532 0.92885709 0.8638339  0.46663883
 0.58533308 0.87986937 0.57559825 0.29859448 0.10076654 0.68676586
 0.428194   0.18278293 0.98623283 0.72650838 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.66470347 0.08467673
 0.44085293 0.65059143 0.31749901 0.052797   0.37880598 0.78765619
 0.7742973  0.34722413 0.87763727 0.23971817 0.32845667 0.40223933
 0.10338919 0.69661957 0.88938744 0.96578382 0.90568052 0.32514983
 0.83930357 0.05989811 0.86854423 0.64637703 0.93789947 0.9227656 ]",[-2.04933726]
76,76,"[4.63047373e-01 6.42929160e-01 6.11118154e-02 1.64124655e-01
 4.15887275e-02 3.87685720e-01 6.01400614e-04 3.61465358e-01
 9.13104261e-01 3.55357379e-01 8.75955641e-01 7.53465297e-01
 7.48888925e-01 5.70927024e-01 4.03769851e-01 3.78139198e-01
 7.92596207e-02 9.00106013e-01 5.85333077e-01 8.79869372e-01
 9.45463598e-01 7.19484150e-01 4.90826547e-01 6.86765856e-01
 4.28194003e-01 3.60707164e-01 9.86232829e-01 7.26508379e-01
 7.83960598e-01 6.27587080e-01 4.72362878e-01 4.03435051e-01
 6.72613497e-01 7.78538531e-02 6.64703468e-01 8.46767301e-02
 9.30294871e-01 5.92183067e-01 3.17215472e-01 7.37567852e-02
 3.78805981e-01 7.87656193e-01 2.27409214e-01 7.70402610e-01
 2.45948717e-01 5.64025454e-02 3.28456671e-01 4.02239334e-01
 1.03389189e-01 8.30207785e-01 8.89387438e-01 9.65783820e-01
 9.22321908e-01 1.40849251e-01 8.39303565e-01 5.98981127e-02
 8.68544232e-01 6.46377035e-01 8.34809988e-01 9.22765600e-01]",[-3.98407549]
77,77,"[0.44962946 0.64292916 0.06111182 0.16412466 0.04170181 0.38768572
 0.01513448 0.36146536 0.91310426 0.35535738 0.90302579 0.69735311
 0.74888892 0.23042654 0.63477033 0.04775995 0.07925962 0.77045369
 0.58533308 0.7022444  0.57559825 0.29859448 0.12569882 0.68676586
 0.428194   0.18278293 0.98623283 0.72650838 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.66470347 0.01717023
 0.44085293 0.59218307 0.31721547 0.052797   0.30204719 0.78765619
 0.16088723 0.34722413 0.57869971 0.23971817 0.32845667 0.51297623
 0.10338919 0.83020778 0.9111405  0.96578382 0.99119435 0.14084925
 0.83930357 0.11119087 0.86854423 0.64637703 0.75192374 0.9227656 ]",[-6.59067394]
78,78,"[0.68709356 0.64292916 0.4021261  0.16412466 0.00358917 0.1179996
 0.01513448 0.36146536 0.91310426 0.35535738 0.90302579 0.80028869
 0.74888892 0.23042654 0.48493532 0.04775995 0.2358086  0.82602973
 0.58533308 0.31124797 0.57559825 0.42402735 0.19589598 0.68676586
 0.14084743 0.18278293 0.9586587  0.72650838 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.48990139 0.08467673
 0.71041423 0.59218307 0.31721547 0.052797   0.37880598 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.10338919 0.83020778 0.88938744 0.96578382 0.92232191 0.14084925
 0.81122178 0.05989811 0.86854423 0.64637703 0.83480999 0.92349685]",[1.43331711]
79,79,"[0.96968591 0.64292916 0.06111182 0.16412466 0.04170181 0.38768572
 0.01513448 0.36146536 0.91310426 0.35535738 0.89150304 0.69735311
 0.47095397 0.23042654 0.48493532 0.07532822 0.07925962 0.82602973
 0.58533308 0.65420383 0.57559825 0.29859448 0.19589598 0.68676586
 0.428194   0.18278293 0.98623283 0.72650838 0.7839606  0.37587589
 0.47236288 0.53989685 0.52963233 0.07785385 0.3047657  0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.37880598 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.10338919 0.83020778 0.88938744 0.96578382 0.96458942 0.14084925
 0.83930357 0.05989811 0.86854423 0.47812337 0.83480999 0.9227656 ]",[1.15517827]
80,80,"[0.46304737 0.64292916 0.06111182 0.16412466 0.10605595 0.38768572
 0.01513448 0.36146536 0.91310426 0.37749769 0.3884894  0.69735311
 0.74888892 0.23042654 0.48493532 0.04775995 0.22784343 0.35898757
 0.58533308 0.87986937 0.57559825 0.38172197 0.19589598 0.68676586
 0.428194   0.18278293 0.94692905 0.72650838 0.7839606  0.61129868
 0.47236288 0.94481182 0.24144863 0.07785385 0.66470347 0.08467673
 0.44085293 0.59218307 0.38409185 0.052797   0.50776625 0.78765619
 0.16088723 0.70554858 0.24594872 0.23971817 0.32845667 0.40223933
 0.10338919 0.63546801 0.88938744 0.96578382 0.92232191 0.79064912
 0.83930357 0.05989811 0.86854423 0.64637703 0.83480999 0.90790728]",[-4.17427102]
81,81,"[0.02042076 0.24481538 0.72748273 0.33245916 0.69275416 0.56814116
 0.22950956 0.51949494 0.22937216 0.2006829  0.74827788 0.23129762
 0.73808265 0.37080231 0.37568205 0.48001234 0.20818845 0.29487259
 0.31336729 0.84536053 0.11925652 0.08901681 0.2613359  0.30592891
 0.22628332 0.83017228 0.90335356 0.08940488 0.22459497 0.71791497
 0.76955348 0.60238501 0.28875562 0.99372622 0.66458872 0.23628285
 0.60267827 0.87212466 0.1329278  0.39069806 0.70845297 0.27102539
 0.64446723 0.26824433 0.08229447 0.51102064 0.71416376 0.90480479
 0.97610141 0.54416603 0.9408908  0.06445353 0.91333701 0.40744598
 0.97865917 0.3811638  0.8100624  0.9269537  0.23020608 0.87268333]",[2.65923164]
82,82,"[0.46304737 0.66505218 0.06111182 0.16412466 0.04170181 0.38768572
 0.01580895 0.36146536 0.75167086 0.35535738 0.90302579 0.69735311
 0.74888892 0.23042654 0.48493532 0.15553695 0.46602583 0.82602973
 0.58533308 0.87986937 0.57559825 0.29859448 0.19589598 0.68676586
 0.24722387 0.50801528 0.98855591 0.72650838 0.7839606  0.57754101
 0.47236288 0.67743358 0.9567132  0.07785385 0.19800974 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.37880598 0.36374268
 0.16088723 0.34722413 0.25205356 0.23971817 0.32845667 0.40223933
 0.39334694 0.83020778 0.88938744 0.96578382 0.89495087 0.14084925
 0.83930357 0.05989811 0.57545358 0.64637703 0.83480999 0.9227656 ]",[-6.32166819]
83,83,"[0.18965333 0.64292916 0.0405671  0.16412466 0.04170181 0.38768572
 0.01513448 0.21817137 0.91310426 0.35535738 0.90302579 0.69735311
 0.74888892 0.21095195 0.48493532 0.04775995 0.85165596 0.82602973
 0.58533308 0.87986937 0.57559825 0.25103056 0.19589598 0.68676586
 0.428194   0.18278293 0.98623283 0.61464959 0.7839606  0.57754101
 0.63701701 0.67743358 0.66006505 0.07785385 0.66470347 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.16183643 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.07249895 0.83020778 0.50229377 0.96578382 0.92232191 0.14084925
 0.83930357 0.76071078 0.86854423 0.64637703 0.68880266 0.83353767]",[-8.83884757]
84,84,"[0.52980914 0.64292916 0.06111182 0.16009447 0.04170181 0.38768572
 0.01513448 0.36146536 0.91310426 0.35535738 0.90302579 0.69735311
 0.74888892 0.23042654 0.48493532 0.32410109 0.07925962 0.82602973
 0.66846126 0.87986937 0.56701493 0.29859448 0.19589598 0.68676586
 0.96613383 0.18278293 0.98623283 0.72650838 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.66470347 0.08467673
 0.44085293 0.31700543 0.38875961 0.22687664 0.0955779  0.78765619
 0.10440063 0.34722413 0.24594872 0.23971817 0.32845667 0.65318429
 0.10338919 0.03229132 0.88938744 0.94694561 0.92232191 0.14084925
 0.50467724 0.05989811 0.86854423 0.64637703 0.83480999 0.9227656 ]",[-3.96163526]
85,85,"[0.46304737 0.24161337 0.06111182 0.16412466 0.04170181 0.61717087
 0.01513448 0.36146536 0.91310426 0.35535738 0.90302579 0.69735311
 0.07852007 0.23042654 0.80567145 0.04775995 0.07925962 0.82602973
 0.58533308 0.87986937 0.57559825 0.29859448 0.19589598 0.68676586
 0.428194   0.12544122 0.98623283 0.72650838 0.89078486 0.57754101
 0.47236288 0.67743358 0.6726135  0.76413423 0.66470347 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.37880598 0.89238393
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.10338919 0.83020778 0.88938744 0.96578382 0.92232191 0.14084925
 0.83930357 0.05989811 0.86854423 0.64637703 0.18058111 0.9227656 ]",[1.89229829]
86,86,"[0.46304737 0.64292916 0.06111182 0.00622773 0.04170181 0.38768572
 0.01513448 0.36146536 0.63716142 0.47791904 0.90302579 0.56856126
 0.74888892 0.6841855  0.48493532 0.04775995 0.07925962 0.57576191
 0.58533308 0.87986937 0.57559825 0.60193712 0.6230616  0.68676586
 0.428194   0.18278293 0.98623283 0.72650838 0.7839606  0.65337408
 0.47236288 0.67743358 0.6726135  0.07785385 0.16684087 0.08467673
 0.25589326 0.59218307 0.31721547 0.052797   0.28055745 0.90560997
 0.16088723 0.34722413 0.24594872 0.27480245 0.47549164 0.56883115
 0.10338919 0.83020778 0.88938744 0.96578382 0.92232191 0.14084925
 0.83930357 0.30425799 0.86854423 0.64637703 0.83480999 0.9227656 ]",[-3.56985847]
87,87,"[0.46304737 0.83584034 0.06111182 0.25057041 0.04170181 0.38768572
 0.01513448 0.36146536 0.91310426 0.35535738 0.90302579 0.69735311
 0.74888892 0.23042654 0.48493532 0.04775995 0.08854877 0.82602973
 0.58533308 0.87986937 0.57559825 0.29859448 0.19589598 0.68676586
 0.94096011 0.18278293 0.98623283 0.72650838 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.23481916 0.49091461
 0.02924558 0.59218307 0.31721547 0.052797   0.37880598 0.78765619
 0.56193799 0.34722413 0.24594872 0.23971817 0.31303644 0.40223933
 0.10338919 0.35696724 0.88938744 0.96578382 0.89743888 0.14084925
 0.83930357 0.05989811 0.86854423 0.64637703 0.83480999 0.9227656 ]",[-1.92070716]
88,88,"[0.46304737 0.64636278 0.06111182 0.16412466 0.04170181 0.84517157
 0.0099545  0.36146536 0.91310426 0.35535738 0.2617926  0.69735311
 0.74888892 0.23042654 0.48493532 0.04775995 0.07925962 0.82602973
 0.58533308 0.87986937 0.57559825 0.29859448 0.19589598 0.68676586
 0.428194   0.1629131  0.99171462 0.72650838 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.66470347 0.08467673
 0.9948833  0.59218307 0.7203753  0.052797   0.37880598 0.15802836
 0.16088723 0.34722413 0.52738553 0.21374995 0.32845667 0.10719
 0.10338919 0.83020778 0.88938744 0.96578382 0.92232191 0.14084925
 0.83930357 0.05989811 0.86854423 0.64637703 0.83480999 0.9227656 ]",[3.17673899]
89,89,"[0.46304737 0.64292916 0.06111182 0.26480552 0.04170181 0.38768572
 0.01513448 0.36146536 0.91310426 0.35535738 0.39261138 0.69735311
 0.74888892 0.23042654 0.48493532 0.04775995 0.33339199 0.82602973
 0.59241766 0.87986937 0.57559825 0.24135929 0.19589598 0.68676586
 0.428194   0.18278293 0.98623283 0.72650838 0.7839606  0.57754101
 0.47236288 0.67743358 0.6726135  0.07785385 0.66470347 0.08467673
 0.44085293 0.59218307 0.31721547 0.15472479 0.37880598 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.59867924 0.06323859
 0.10338919 0.83020778 0.88938744 0.96578382 0.92232191 0.14084925
 0.83930357 0.05989811 0.86854423 0.64637703 0.83480999 0.9227656 ]",[-3.35035219]
90,90,"[0.18965333 0.64292916 0.0405671  0.16412466 0.04472401 0.38768572
 0.02777452 0.21817137 0.91310426 0.35535738 0.74285927 0.69735311
 0.74888892 0.21095195 0.48493532 0.04775995 0.85165596 0.82602973
 0.26848421 0.87986937 0.13778199 0.25103056 0.45958671 0.68676586
 0.71508116 0.18278293 0.98623283 0.61464959 0.7839606  0.57754101
 0.63701701 0.67743358 0.29688638 0.07785385 0.66470347 0.08467673
 0.98831075 0.59218307 0.31721547 0.052797   0.16183643 0.78765619
 0.16088723 0.34722413 0.6267488  0.23971817 0.0733839  0.40223933
 0.28790829 0.83020778 0.50229377 0.96578382 0.94087621 0.14084925
 0.99905127 0.76071078 0.86854423 0.64637703 0.68880266 0.83353767]",[-5.14971674]
91,91,"[0.18965333 0.64292916 0.0405671  0.39579481 0.04170181 0.38768572
 0.01513448 0.21817137 0.91310426 0.35535738 0.90302579 0.69735311
 0.74888892 0.21095195 0.48493532 0.04775995 0.32533574 0.82602973
 0.38691992 0.87986937 0.57559825 0.25103056 0.19589598 0.68676586
 0.428194   0.18278293 0.98623283 0.61464959 0.79045024 0.36110425
 0.52619374 0.67743358 0.66006505 0.07785385 0.72721964 0.03022049
 0.44085293 0.59218307 0.31721547 0.37641837 0.16183643 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.23591028
 0.07249895 0.83020778 0.50229377 0.96578382 0.92232191 0.14084925
 0.85448205 0.69766515 0.86854423 0.64637703 0.68880266 0.83353767]",[-1.90260295]
92,92,"[0.18965333 0.64292916 0.0405671  0.16412466 0.0883747  0.38768572
 0.02789273 0.21817137 0.91310426 0.35535738 0.90302579 0.69735311
 0.71418814 0.21095195 0.48493532 0.36669609 0.41613996 0.82602973
 0.48540127 0.87986937 0.57559825 0.03115832 0.30479491 0.09707465
 0.0565615  0.74227607 0.98623283 0.68754971 0.7839606  0.57754101
 0.63701701 0.67743358 0.66006505 0.07785385 0.66470347 0.08467673
 0.44085293 0.34710029 0.31721547 0.052797   0.16183643 0.78765619
 0.83382237 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.07249895 0.17106879 0.50229377 0.96578382 0.92232191 0.11566909
 0.83930357 0.76071078 0.86854423 0.92443138 0.68880266 0.83353767]",[-7.64916465]
93,93,"[0.18965333 0.46033195 0.0405671  0.13165714 0.04170181 0.38768572
 0.02614129 0.21817137 0.99457306 0.35535738 0.90302579 0.5578807
 0.91402658 0.34686166 0.48493532 0.04775995 0.65647393 0.99098992
 0.58533308 0.87990868 0.57559825 0.25103056 0.19589598 0.68676586
 0.428194   0.18278293 0.99525489 0.61464959 0.7839606  0.57754101
 0.63701701 0.67743358 0.66006505 0.07785385 0.35845917 0.29448317
 0.44085293 0.19282393 0.1470636  0.052797   0.18054508 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.4880701  0.40223933
 0.07249895 0.75937402 0.50229377 0.96578382 0.92232191 0.14084925
 0.62515879 0.76071078 0.86854423 0.64637703 0.68880266 0.89775659]",[-12.57789024]
94,94,"[0.18965333 0.64292916 0.0405671  0.16412466 0.05686439 0.38768572
 0.01513448 0.03611547 0.91310426 0.35535738 0.90302579 0.8383186
 0.8909207  0.21095195 0.10023839 0.48068371 0.48913661 0.82602973
 0.58533308 0.728107   0.66255689 0.25103056 0.19589598 0.84737796
 0.428194   0.18278293 0.97700186 0.61464959 0.7839606  0.57754101
 0.63701701 0.67743358 0.70136547 0.07785385 0.66470347 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.62434483 0.78765619
 0.25288969 0.34722413 0.24594872 0.80904192 0.32845667 0.62782109
 0.07249895 0.83020778 0.50229377 0.96578382 0.82744515 0.14084925
 0.83930357 0.13756883 0.86854423 0.87625736 0.68880266 0.83353767]",[-6.68998005]
95,95,"[0.18965333 0.64292916 0.0405671  0.16412466 0.04170181 0.38768572
 0.02679928 0.21817137 0.92105567 0.35535738 0.90302579 0.69735311
 0.74888892 0.01602331 0.48493532 0.25814882 0.77270126 0.56200033
 0.58533308 0.86762211 0.47003475 0.25103056 0.19589598 0.58899665
 0.428194   0.18278293 0.98623283 0.61464959 0.7839606  0.57754101
 0.63701701 0.67743358 0.66006505 0.07785385 0.66470347 0.08467673
 0.82379025 0.59218307 0.31721547 0.052797   0.69379246 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.07249895 0.8568542  0.00127772 0.27549323 0.91918319 0.14084925
 0.83930357 0.23274155 0.86854423 0.64637703 0.37127164 0.83353767]",[-2.78548419]
96,96,"[0.18965333 0.64292916 0.0405671  0.16412466 0.04170181 0.38768572
 0.01513448 0.21817137 0.91310426 0.35535738 0.85688599 0.69735311
 0.74717205 0.21095195 0.63390374 0.04775995 0.20002495 0.27567518
 0.65647513 0.87986937 0.57559825 0.25103056 0.08340908 0.69931579
 0.428194   0.18278293 0.98623283 0.61464959 0.7839606  0.57754101
 0.63701701 0.67743358 0.29859108 0.07785385 0.66470347 0.08467673
 0.44085293 0.34897023 0.31721547 0.052797   0.16183643 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.07249895 0.83020778 0.50229377 0.96578382 0.92232191 0.14084925
 0.83930357 0.76071078 0.54689258 0.64637703 0.68880266 0.83353767]",[-6.02087405]
97,97,"[0.18965333 0.64292916 0.04290036 0.16412466 0.04170181 0.60534066
 0.01513448 0.53530378 0.91310426 0.35535738 0.90302579 0.69735311
 0.74888892 0.21095195 0.48493532 0.04775995 0.85165596 0.98646003
 0.58533308 0.87986937 0.95828694 0.25103056 0.19589598 0.68676586
 0.428194   0.53155279 0.98623283 0.61464959 0.7839606  0.57754101
 0.63701701 0.67743358 0.66006505 0.24380894 0.66470347 0.08467673
 0.08636914 0.59218307 0.31721547 0.052797   0.16183643 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.53374708 0.83020778 0.50229377 0.71168751 0.76723733 0.14084925
 0.64200348 0.76071078 0.86854423 0.4970319  0.89062798 0.83353767]",[-5.41177841]
98,98,"[0.18965333 0.64292916 0.0405671  0.16412466 0.04170181 0.38768572
 0.01513448 0.21386909 0.50607187 0.35535738 0.90302579 0.69735311
 0.74888892 0.21095195 0.48493532 0.02421946 0.77716941 0.82602973
 0.58533308 0.5974601  0.57559825 0.25103056 0.75392324 0.68676586
 0.60669297 0.18278293 0.98623283 0.61464959 0.7839606  0.57754101
 0.16920219 0.67743358 0.66006505 0.07785385 0.65463203 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.16183643 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.32845667 0.40223933
 0.07249895 0.47218969 0.3700633  0.96578382 0.89923982 0.14084925
 0.83930357 0.15268028 0.86854423 0.64637703 0.68880266 0.87380307]",[-7.53159588]
99,99,"[0.18965333 0.93321753 0.2828225  0.16412466 0.04170181 0.50625253
 0.01513448 0.21817137 0.17091843 0.35535738 0.90302579 0.69735311
 0.74888892 0.97516    0.48493532 0.04775995 0.85165596 0.28772336
 0.58533308 0.87986937 0.57559825 0.25103056 0.19589598 0.68676586
 0.428194   0.18278293 0.98623283 0.61464959 0.7839606  0.68636018
 0.63701701 0.68215376 0.42861703 0.07785385 0.99312496 0.08467673
 0.44085293 0.59218307 0.31721547 0.052797   0.16183643 0.78765619
 0.16088723 0.34722413 0.24594872 0.23971817 0.05788852 0.40223933
 0.07249895 0.60503882 0.96056569 0.96578382 0.84132389 0.66420913
 0.83930357 0.76071078 0.86854423 0.79295421 0.20648423 0.90902904]",[-1.32119393]
